indicator,country,sum
2007-04,MX,34.0
2007-05,MX,24.0
2007-06,MX,28.0
2007-07,MX,67.0
2007-08,MX,53.0
2007-09,MX,20.0
2007-10,MX,74.0
2007-11,MX,63.0
2007-12,MX,38.0
2008-01,MX,121.0
2008-02,MX,103.0
2008-03,MX,178.0
2008-04,MX,55.0
2008-05,MX,16.0
2008-06,MX,17.0
2008-07,MX,22.0
2008-08,MX,20.0
2008-09,MX,29.0
2008-10,MX,47.0
2008-11,MX,30.0
2008-12,MX,69.0
2009-01,MX,93.0
2009-02,MX,71.0
2009-03,MX,60.0
2009-04,MX,64.0
2009-05,MX,25.0
2009-06,MX,33.0
2009-07,MX,71.0
2009-08,MX,35.0
2009-09,MX,37.0
2009-10,MX,100.0
2009-11,MX,35.0
2009-12,MX,61.0
2010-01,MX,97.0
2010-02,MX,133.0
2010-03,MX,216.0
2010-04,MX,109.0
2010-05,MX,42.0
2010-06,MX,27.0
2010-07,MX,35.0
2010-08,MX,25.0
2010-09,MX,31.0
2010-10,MX,38.0
2010-11,MX,55.0
2010-12,MX,88.0
2011-01,MX,193.0
2011-02,MX,150.0
2011-03,MX,174.0
2011-04,MX,77.0
2011-05,MX,63.0
2011-06,MX,46.0
2011-07,MX,77.0
2011-08,MX,80.0
2011-09,MX,57.0
2011-10,MX,123.0
2011-11,MX,199.0
2011-12,MX,163.0
2012-01,MX,284.0
2012-02,MX,253.0
2012-03,MX,226.0
2012-04,MX,132.0
2012-05,MX,121.0
2012-06,MX,128.0
2012-07,MX,78.0
2012-08,MX,79.0
2012-09,MX,103.0
2012-10,MX,136.0
2012-11,MX,207.0
2012-12,MX,201.0
2013-01,MX,187.0
2013-02,MX,270.0
2013-03,MX,392.0
2013-04,MX,245.0
2013-05,MX,246.0
2013-06,MX,222.0
2013-07,MX,229.0
2013-08,MX,150.0
2013-09,MX,180.0
2013-10,MX,215.0
2013-11,MX,196.0
2013-12,MX,315.0
2014-01,MX,219.0
2014-02,MX,339.0
2014-03,MX,534.0
2014-04,MX,399.0
2014-05,MX,326.0
2014-06,MX,299.0
2014-07,MX,182.0
2014-08,MX,118.0
2014-09,MX,215.0
2014-10,MX,318.0
2014-11,MX,381.0
2014-12,MX,238.0
2015-01,MX,340.0
2015-02,MX,203.0
2015-03,MX,312.0
2015-04,MX,423.0
2015-05,MX,417.0
2015-06,MX,141.0
2015-07,MX,212.0
2015-08,MX,389.0
2015-09,MX,288.0
2015-10,MX,178.0
2015-11,MX,128.0
2015-12,MX,300.0
2016-01,MX,428.0
2016-02,MX,615.0
2016-03,MX,526.0
2016-04,MX,300.0
2016-05,MX,268.0
2016-06,MX,180.0
2016-07,MX,45.0
2016-08,MX,150.0
2016-09,MX,222.0
2016-10,MX,309.0
2016-11,MX,244.0
2016-12,MX,289.0
2004-07,NI,1.0
2005-02,NI,5.0
2005-03,NI,2.0
2005-04,NI,1.0
2005-10,NI,1.0
2005-12,NI,16.0
2006-05,NI,1.0
2006-10,NI,2.0
2006-11,NI,1.0
2007-03,NI,4.0
2007-04,NI,2.0
2007-07,NI,1.0
2008-02,NI,3.0
2008-03,NI,3.0
2008-04,NI,1.0
2008-07,NI,1.0
2008-08,NI,1.0
2008-10,NI,3.0
2008-11,NI,1.0
2009-01,NI,1.0
2009-02,NI,1.0
2009-03,NI,1.0
2009-04,NI,2.0
2009-06,NI,2.0
2009-07,NI,2.0
2009-09,NI,3.0
2009-10,NI,1.0
2009-11,NI,1.0
2009-12,NI,1.0
2010-01,NI,3.0
2010-02,NI,3.0
2010-03,NI,1.0
2010-04,NI,4.0
2010-05,NI,4.0
2010-06,NI,3.0
2010-07,NI,1.0
2010-08,NI,1.0
2010-09,NI,1.0
2010-10,NI,1.0
2010-11,NI,5.0
2010-12,NI,4.0
2011-01,NI,7.0
2011-02,NI,10.0
2011-03,NI,26.0
2011-04,NI,8.0
2011-05,NI,3.0
2011-07,NI,6.0
2011-08,NI,6.0
2011-09,NI,4.0
2011-10,NI,7.0
2011-11,NI,28.0
2011-12,NI,37.0
2012-01,NI,14.0
2012-02,NI,16.0
2012-03,NI,18.0
2012-04,NI,6.0
2012-05,NI,2.0
2012-06,NI,15.0
2012-07,NI,18.0
2012-08,NI,17.0
2012-09,NI,10.0
2012-10,NI,3.0
2012-11,NI,8.0
2012-12,NI,16.0
2013-01,NI,21.0
2013-02,NI,23.0
2013-03,NI,20.0
2013-04,NI,20.0
2013-05,NI,12.0
2013-06,NI,8.0
2013-07,NI,23.0
2013-08,NI,5.0
2013-09,NI,11.0
2013-10,NI,8.0
2013-11,NI,7.0
2013-12,NI,21.0
2014-01,NI,9.0
2014-02,NI,26.0
2014-03,NI,52.0
2014-04,NI,14.0
2014-05,NI,35.0
2014-06,NI,12.0
2014-07,NI,11.0
2014-08,NI,16.0
2014-09,NI,24.0
2014-10,NI,22.0
2014-11,NI,21.0
2014-12,NI,5.0
2015-01,NI,25.0
2015-02,NI,11.0
2015-03,NI,27.0
2015-04,NI,21.0
2015-05,NI,66.0
2015-06,NI,12.0
2015-07,NI,8.0
2015-08,NI,22.0
2015-09,NI,61.0
2015-10,NI,8.0
2015-11,NI,9.0
2015-12,NI,44.0
2016-01,NI,36.0
2016-02,NI,85.0
2016-03,NI,64.0
2016-04,NI,19.0
2016-05,NI,27.0
2016-06,NI,33.0
2016-07,NI,3.0
2016-08,NI,20.0
2016-09,NI,11.0
2016-10,NI,23.0
2016-11,NI,39.0
2016-12,NI,14.0
2003-01,PA,4.0
2003-02,PA,39.0
2003-03,PA,14.0
2003-07,PA,12.0
2003-10,PA,5.0
2003-11,PA,1.0
2003-12,PA,2.0
2004-01,PA,5.0
2004-02,PA,6.0
2004-03,PA,23.0
2004-04,PA,6.0
2004-05,PA,5.0
2004-06,PA,1.0
2004-09,PA,8.0
2004-12,PA,10.0
2005-01,PA,5.0
2005-02,PA,14.0
2005-03,PA,32.0
2005-05,PA,3.0
2005-06,PA,3.0
2005-07,PA,10.0
2005-08,PA,3.0
2005-09,PA,5.0
2005-10,PA,6.0
2005-11,PA,5.0
2005-12,PA,4.0
2006-01,PA,38.0
2006-02,PA,17.0
2006-03,PA,21.0
2006-04,PA,3.0
2006-06,PA,12.0
2006-07,PA,5.0
2006-08,PA,3.0
2006-09,PA,13.0
2006-10,PA,7.0
2006-11,PA,2.0
2006-12,PA,1.0
2007-01,PA,20.0
2007-02,PA,8.0
2007-03,PA,5.0
2007-04,PA,4.0
2007-05,PA,1.0
2007-06,PA,10.0
2007-07,PA,48.0
2007-09,PA,1.0
2007-10,PA,12.0
2007-11,PA,35.0
2007-12,PA,8.0
2008-01,PA,10.0
2008-02,PA,33.0
2008-03,PA,53.0
2008-04,PA,7.0
2008-05,PA,6.0
2008-07,PA,3.0
2008-08,PA,12.0
2008-09,PA,3.0
2008-10,PA,21.0
2008-11,PA,11.0
2008-12,PA,8.0
2009-01,PA,14.0
2009-02,PA,23.0
2009-03,PA,21.0
2009-04,PA,8.0
2009-05,PA,8.0
2009-06,PA,2.0
2009-07,PA,1.0
2009-08,PA,12.0
2009-09,PA,3.0
2009-10,PA,6.0
2009-11,PA,10.0
2009-12,PA,15.0
2010-01,PA,10.0
2010-02,PA,47.0
2010-03,PA,99.0
2010-04,PA,10.0
2010-05,PA,7.0
2010-06,PA,11.0
2010-07,PA,29.0
2010-08,PA,10.0
2010-09,PA,2.0
2010-10,PA,1.0
2010-11,PA,12.0
2010-12,PA,46.0
2011-01,PA,45.0
2011-02,PA,68.0
2011-03,PA,38.0
2011-04,PA,13.0
2011-05,PA,13.0
2011-06,PA,20.0
2011-07,PA,3.0
2011-08,PA,27.0
2011-09,PA,1.0
2011-10,PA,20.0
2011-11,PA,15.0
2011-12,PA,36.0
2012-01,PA,98.0
2012-02,PA,81.0
2012-03,PA,27.0
2012-04,PA,17.0
2012-05,PA,25.0
2012-06,PA,41.0
2012-07,PA,54.0
2012-08,PA,12.0
2012-09,PA,22.0
2012-10,PA,16.0
2012-11,PA,28.0
2012-12,PA,40.0
2013-01,PA,36.0
2013-02,PA,101.0
2013-03,PA,158.0
2013-04,PA,84.0
2013-05,PA,17.0
2013-06,PA,35.0
2013-07,PA,51.0
2013-08,PA,13.0
2013-09,PA,20.0
2013-10,PA,45.0
2013-11,PA,31.0
2013-12,PA,46.0
2014-01,PA,58.0
2014-02,PA,138.0
2014-03,PA,191.0
2014-04,PA,116.0
2014-05,PA,44.0
2014-06,PA,75.0
2014-07,PA,77.0
2014-08,PA,90.0
2014-09,PA,101.0
2014-10,PA,104.0
2014-11,PA,98.0
2014-12,PA,92.0
2015-01,PA,85.0
2015-02,PA,137.0
2015-03,PA,138.0
2015-04,PA,188.0
2015-05,PA,309.0
2015-06,PA,42.0
2015-07,PA,37.0
2015-08,PA,81.0
2015-09,PA,122.0
2015-10,PA,91.0
2015-11,PA,65.0
2015-12,PA,142.0
2016-01,PA,201.0
2016-02,PA,267.0
2016-03,PA,298.0
2016-04,PA,258.0
2016-05,PA,111.0
2016-06,PA,117.0
2016-07,PA,24.0
2016-08,PA,49.0
2016-09,PA,78.0
2016-10,PA,110.0
2016-11,PA,119.0
2016-12,PA,101.0
2003-03,PE,1.0
2003-05,PE,1.0
2003-06,PE,1.0
2003-07,PE,15.0
2003-08,PE,8.0
2003-09,PE,9.0
2003-10,PE,3.0
2003-11,PE,9.0
2003-12,PE,1.0
2004-02,PE,2.0
2004-05,PE,1.0
2004-06,PE,1.0
2004-07,PE,2.0
2004-08,PE,12.0
2004-09,PE,1.0
2004-10,PE,12.0
2004-11,PE,12.0
2004-12,PE,28.0
2005-01,PE,2.0
2005-02,PE,1.0
2005-03,PE,4.0
2005-04,PE,1.0
2005-05,PE,2.0
2005-06,PE,3.0
2005-07,PE,4.0
2005-08,PE,13.0
2005-09,PE,34.0
2005-10,PE,9.0
2005-11,PE,2.0
2005-12,PE,1.0
2006-01,PE,2.0
2006-02,PE,8.0
2006-03,PE,1.0
2006-04,PE,4.0
2006-05,PE,3.0
2006-06,PE,4.0
2006-07,PE,16.0
2006-08,PE,9.0
2006-10,PE,2.0
2006-11,PE,10.0
2006-12,PE,4.0
2007-01,PE,1.0
2007-03,PE,1.0
2007-05,PE,7.0
2007-06,PE,3.0
2007-07,PE,4.0
2007-08,PE,22.0
2007-09,PE,13.0
2007-10,PE,3.0
2007-11,PE,3.0
2008-02,PE,1.0
2008-03,PE,1.0
2008-04,PE,6.0
2008-05,PE,5.0
2008-06,PE,9.0
2008-07,PE,23.0
2008-08,PE,31.0
2008-09,PE,8.0
2008-10,PE,17.0
2008-11,PE,8.0
2008-12,PE,22.0
2009-01,PE,3.0
2009-02,PE,2.0
2009-04,PE,1.0
2009-05,PE,3.0
2009-06,PE,27.0
2009-07,PE,10.0
2009-08,PE,3.0
2009-09,PE,6.0
2009-10,PE,4.0
2009-11,PE,9.0
2009-12,PE,15.0
2010-01,PE,14.0
2010-02,PE,93.0
2010-03,PE,24.0
2010-04,PE,22.0
2010-05,PE,41.0
2010-06,PE,17.0
2010-07,PE,39.0
2010-08,PE,59.0
2010-09,PE,6.0
2010-10,PE,13.0
2010-11,PE,7.0
2010-12,PE,12.0
2011-01,PE,11.0
2011-02,PE,2.0
2011-03,PE,29.0
2011-04,PE,40.0
2011-05,PE,4.0
2011-06,PE,6.0
2011-07,PE,40.0
2011-08,PE,19.0
2011-09,PE,47.0
2011-10,PE,22.0
2011-11,PE,82.0
2011-12,PE,9.0
2012-01,PE,8.0
2012-02,PE,6.0
2012-03,PE,16.0
2012-04,PE,17.0
2012-05,PE,31.0
2012-06,PE,25.0
2012-07,PE,15.0
2012-08,PE,50.0
2012-09,PE,55.0
2012-10,PE,26.0
2012-11,PE,21.0
2012-12,PE,8.0
2013-01,PE,20.0
2013-02,PE,26.0
2013-03,PE,23.0
2013-04,PE,65.0
2013-05,PE,54.0
2013-06,PE,393.0
2013-07,PE,68.0
2013-08,PE,66.0
2013-09,PE,40.0
2013-10,PE,56.0
2013-11,PE,36.0
2013-12,PE,28.0
2014-01,PE,38.0
2014-02,PE,116.0
2014-03,PE,90.0
2014-04,PE,13.0
2014-05,PE,92.0
2014-06,PE,39.0
2014-07,PE,30.0
2014-08,PE,49.0
2014-09,PE,34.0
2014-10,PE,101.0
2014-11,PE,34.0
2014-12,PE,12.0
2015-01,PE,5.0
2015-02,PE,21.0
2015-03,PE,25.0
2015-04,PE,34.0
2015-05,PE,147.0
2015-06,PE,38.0
2015-07,PE,138.0
2015-08,PE,93.0
2015-09,PE,64.0
2015-10,PE,37.0
2015-11,PE,3.0
2015-12,PE,10.0
2016-01,PE,29.0
2016-02,PE,55.0
2016-03,PE,38.0
2016-04,PE,30.0
2016-05,PE,68.0
2016-06,PE,56.0
2016-07,PE,80.0
2016-08,PE,101.0
2016-09,PE,139.0
2016-10,PE,49.0
2016-11,PE,53.0
2016-12,PE,24.0
2003-04,PR,2.0
2003-12,PR,2.0
2004-01,PR,1.0
2004-02,PR,5.0
2004-05,PR,1.0
2004-06,PR,1.0
2004-12,PR,1.0
2005-01,PR,1.0
2005-02,PR,2.0
2005-03,PR,1.0
2005-05,PR,2.0
2005-06,PR,2.0
2005-07,PR,2.0
2005-09,PR,1.0
2005-11,PR,5.0
2006-01,PR,2.0
2006-02,PR,12.0
2006-04,PR,7.0
2006-05,PR,1.0
2006-06,PR,2.0
2006-07,PR,3.0
2006-08,PR,7.0
2006-09,PR,6.0
2006-10,PR,8.0
2006-11,PR,8.0
2006-12,PR,10.0
2007-01,PR,3.0
2007-02,PR,12.0
2007-03,PR,10.0
2007-04,PR,5.0
2007-05,PR,7.0
2007-06,PR,4.0
2007-07,PR,24.0
2007-08,PR,13.0
2007-09,PR,3.0
2007-10,PR,4.0
2007-11,PR,16.0
2007-12,PR,4.0
2008-01,PR,11.0
2008-02,PR,2.0
2008-03,PR,7.0
2008-05,PR,2.0
2008-06,PR,2.0
2008-07,PR,7.0
2008-08,PR,1.0
2008-09,PR,2.0
2008-10,PR,1.0
2008-11,PR,2.0
2008-12,PR,2.0
2009-01,PR,11.0
2009-02,PR,1.0
2009-03,PR,1.0
2009-04,PR,15.0
2009-05,PR,7.0
2009-08,PR,1.0
2009-09,PR,1.0
2009-10,PR,5.0
2009-11,PR,6.0
2009-12,PR,6.0
2010-01,PR,11.0
2010-02,PR,5.0
2010-03,PR,3.0
2010-04,PR,4.0
2010-05,PR,11.0
2010-06,PR,2.0
2010-08,PR,1.0
2010-09,PR,4.0
2010-10,PR,4.0
2010-11,PR,1.0
2010-12,PR,4.0
2011-01,PR,21.0
2011-02,PR,11.0
2011-03,PR,8.0
2011-04,PR,4.0
2011-05,PR,6.0
2011-06,PR,10.0
2011-07,PR,1.0
2011-08,PR,7.0
2011-09,PR,3.0
2011-10,PR,1.0
2011-11,PR,10.0
2011-12,PR,17.0
2012-01,PR,33.0
2012-02,PR,20.0
2012-03,PR,25.0
2012-04,PR,8.0
2012-05,PR,15.0
2012-06,PR,5.0
2012-07,PR,7.0
2012-08,PR,10.0
2012-09,PR,9.0
2012-10,PR,19.0
2012-11,PR,21.0
2012-12,PR,23.0
2013-01,PR,13.0
2013-02,PR,16.0
2013-03,PR,20.0
2013-04,PR,21.0
2013-05,PR,17.0
2013-06,PR,24.0
2013-07,PR,10.0
2013-08,PR,12.0
2013-09,PR,13.0
2013-10,PR,35.0
2013-11,PR,28.0
2013-12,PR,50.0
2014-01,PR,13.0
2014-02,PR,18.0
2014-03,PR,40.0
2014-04,PR,56.0
2014-05,PR,28.0
2014-06,PR,29.0
2014-07,PR,24.0
2014-08,PR,14.0
2014-09,PR,76.0
2014-10,PR,28.0
2014-11,PR,20.0
2014-12,PR,14.0
2015-01,PR,18.0
2015-02,PR,5.0
2015-03,PR,17.0
2015-04,PR,17.0
2015-05,PR,79.0
2015-06,PR,25.0
2015-07,PR,59.0
2015-08,PR,40.0
2015-09,PR,64.0
2015-10,PR,51.0
2015-11,PR,4.0
2015-12,PR,30.0
2016-01,PR,43.0
2016-02,PR,37.0
2016-03,PR,78.0
2016-04,PR,40.0
2016-05,PR,20.0
2016-06,PR,10.0
2016-07,PR,6.0
2016-08,PR,5.0
2016-09,PR,13.0
2016-10,PR,35.0
2016-11,PR,7.0
2016-12,PR,21.0
2003-01,PY,8.0
2003-02,PY,2.0
2003-03,PY,3.0
2003-04,PY,2.0
2003-05,PY,6.0
2003-06,PY,3.0
2003-07,PY,5.0
2003-08,PY,8.0
2003-09,PY,4.0
2003-10,PY,4.0
2003-11,PY,1.0
2003-12,PY,5.0
2004-02,PY,5.0
2004-03,PY,1.0
2004-04,PY,4.0
2004-05,PY,2.0
2004-06,PY,3.0
2004-08,PY,5.0
2004-09,PY,3.0
2004-10,PY,4.0
2004-11,PY,1.0
2004-12,PY,2.0
2005-01,PY,2.0
2005-02,PY,3.0
2005-03,PY,5.0
2005-04,PY,2.0
2005-05,PY,2.0
2005-06,PY,3.0
2005-07,PY,4.0
2005-08,PY,2.0
2005-09,PY,1.0
2005-10,PY,2.0
2005-11,PY,5.0
2006-01,PY,4.0
2006-02,PY,8.0
2006-03,PY,8.0
2006-05,PY,5.0
2006-06,PY,2.0
2006-07,PY,28.0
2006-08,PY,2.0
2006-09,PY,5.0
2006-11,PY,1.0
2007-01,PY,1.0
2007-02,PY,2.0
2007-03,PY,1.0
2007-04,PY,10.0
2007-05,PY,4.0
2007-06,PY,1.0
2007-07,PY,2.0
2007-08,PY,5.0
2007-09,PY,2.0
2007-10,PY,1.0
2007-11,PY,3.0
2008-02,PY,1.0
2008-03,PY,4.0
2008-06,PY,4.0
2008-07,PY,4.0
2008-08,PY,1.0
2008-09,PY,2.0
2008-10,PY,7.0
2008-11,PY,7.0
2008-12,PY,4.0
2009-01,PY,6.0
2009-02,PY,3.0
2009-03,PY,1.0
2009-04,PY,2.0
2009-05,PY,1.0
2009-06,PY,3.0
2009-07,PY,3.0
2009-09,PY,5.0
2009-10,PY,6.0
2009-11,PY,1.0
2010-03,PY,1.0
2010-07,PY,7.0
2010-08,PY,4.0
2010-09,PY,13.0
2010-10,PY,13.0
2010-11,PY,6.0
2010-12,PY,1.0
2011-01,PY,2.0
2011-03,PY,1.0
2011-04,PY,1.0
2011-06,PY,1.0
2011-07,PY,8.0
2011-08,PY,6.0
2011-09,PY,5.0
2011-10,PY,14.0
2011-12,PY,7.0
2012-01,PY,11.0
2012-02,PY,1.0
2012-03,PY,6.0
2012-05,PY,3.0
2012-06,PY,4.0
2012-07,PY,5.0
2012-08,PY,8.0
2012-09,PY,4.0
2012-10,PY,5.0
2013-01,PY,3.0
2013-02,PY,1.0
2013-03,PY,1.0
2013-04,PY,4.0
2013-05,PY,3.0
2013-06,PY,1.0
2013-07,PY,13.0
2013-08,PY,11.0
2013-09,PY,1.0
2013-10,PY,7.0
2013-11,PY,2.0
2013-12,PY,1.0
2014-01,PY,3.0
2014-03,PY,4.0
2014-05,PY,1.0
2014-08,PY,10.0
2014-09,PY,14.0
2014-10,PY,2.0
2015-01,PY,3.0
2015-02,PY,4.0
2015-03,PY,1.0
2015-04,PY,11.0
2015-05,PY,21.0
2015-06,PY,3.0
2015-07,PY,3.0
2015-08,PY,2.0
2015-09,PY,2.0
2015-10,PY,6.0
2015-11,PY,1.0
2016-01,PY,1.0
2016-02,PY,8.0
2016-03,PY,5.0
2016-04,PY,2.0
2016-05,PY,15.0
2016-06,PY,13.0
2016-08,PY,14.0
2016-09,PY,11.0
2016-10,PY,13.0
2016-11,PY,2.0
2016-12,PY,4.0
2003-02,SR,3.0
2007-06,SR,1.0
2009-02,SR,1.0
2009-07,SR,1.0
2010-05,SR,1.0
2010-10,SR,1.0
2011-01,SR,6.0
2011-02,SR,5.0
2011-11,SR,11.0
2012-04,SR,10.0
2012-10,SR,1.0
2012-12,SR,2.0
2013-01,SR,1.0
2013-04,SR,6.0
2014-04,SR,1.0
2014-10,SR,1.0
2015-03,SR,3.0
2015-05,SR,3.0
2016-02,SR,2.0
2016-03,SR,6.0
2016-11,SR,4.0
2003-09,SV,1.0
2003-11,SV,1.0
2003-12,SV,4.0
2004-03,SV,1.0
2004-05,SV,2.0
2004-09,SV,1.0
2004-10,SV,8.0
2004-11,SV,1.0
2005-05,SV,3.0
2005-06,SV,1.0
2005-10,SV,3.0
2006-05,SV,1.0
2006-07,SV,1.0
2006-10,SV,1.0
2006-12,SV,6.0
2007-01,SV,4.0
2007-02,SV,1.0
2007-03,SV,2.0
2007-05,SV,1.0
2007-07,SV,1.0
2007-10,SV,3.0
2007-11,SV,2.0
2007-12,SV,4.0
2008-01,SV,2.0
2008-02,SV,8.0
2008-03,SV,1.0
2008-04,SV,3.0
2008-11,SV,1.0
2009-01,SV,5.0
2009-02,SV,1.0
2009-05,SV,3.0
2009-06,SV,1.0
2009-07,SV,5.0
2009-10,SV,5.0
2009-11,SV,1.0
2010-01,SV,4.0
2010-02,SV,4.0
2010-03,SV,1.0
2010-07,SV,2.0
2010-11,SV,1.0
2010-12,SV,2.0
2011-01,SV,6.0
2011-04,SV,3.0
2011-05,SV,1.0
2011-06,SV,3.0
2011-07,SV,7.0
2011-08,SV,3.0
2011-09,SV,1.0
2011-10,SV,4.0
2011-11,SV,3.0
2011-12,SV,2.0
2012-01,SV,7.0
2012-02,SV,4.0
2012-03,SV,2.0
2012-04,SV,3.0
2012-05,SV,1.0
2012-06,SV,2.0
2012-07,SV,1.0
2012-09,SV,5.0
2012-10,SV,4.0
2012-11,SV,3.0
2012-12,SV,17.0
2013-01,SV,6.0
2013-02,SV,11.0
2013-03,SV,13.0
2013-04,SV,35.0
2013-05,SV,15.0
2013-06,SV,8.0
2013-07,SV,17.0
2013-08,SV,8.0
2013-09,SV,10.0
2013-10,SV,23.0
2013-11,SV,15.0
2013-12,SV,27.0
2014-01,SV,24.0
2014-02,SV,17.0
2014-03,SV,62.0
2014-04,SV,30.0
2014-05,SV,26.0
2014-06,SV,6.0
2014-07,SV,29.0
2014-08,SV,16.0
2014-09,SV,44.0
2014-10,SV,33.0
2014-11,SV,42.0
2014-12,SV,23.0
2015-01,SV,21.0
2015-02,SV,19.0
2015-03,SV,27.0
2015-04,SV,27.0
2015-05,SV,49.0
2015-06,SV,12.0
2015-07,SV,25.0
2015-08,SV,50.0
2015-09,SV,19.0
2015-10,SV,39.0
2015-11,SV,16.0
2015-12,SV,21.0
2016-01,SV,27.0
2016-02,SV,27.0
2016-03,SV,43.0
2016-04,SV,27.0
2016-05,SV,35.0
2016-06,SV,30.0
2016-07,SV,12.0
2016-08,SV,14.0
2016-09,SV,47.0
2016-10,SV,60.0
2016-11,SV,39.0
2016-12,SV,37.0
2003-02,TT,6.0
2003-03,TT,4.0
2003-05,TT,3.0
2003-08,TT,2.0
2003-11,TT,3.0
2004-02,TT,2.0
2004-05,TT,1.0
2004-11,TT,4.0
2004-12,TT,1.0
2005-02,TT,2.0
2005-03,TT,1.0
2005-04,TT,8.0
2005-11,TT,1.0
2005-12,TT,9.0
2006-03,TT,2.0
2006-04,TT,1.0
2006-07,TT,3.0
2006-11,TT,2.0
2006-12,TT,10.0
2007-01,TT,4.0
2007-02,TT,1.0
2007-03,TT,6.0
2007-05,TT,7.0
2007-06,TT,2.0
2007-07,TT,3.0
2007-10,TT,4.0
2007-12,TT,1.0
2008-02,TT,6.0
2008-03,TT,17.0
2008-04,TT,13.0
2008-05,TT,6.0
2008-06,TT,3.0
2008-07,TT,8.0
2008-08,TT,2.0
2008-09,TT,7.0
2008-10,TT,2.0
2008-11,TT,7.0
2008-12,TT,1.0
2009-01,TT,2.0
2009-02,TT,7.0
2009-03,TT,1.0
2009-04,TT,1.0
2009-05,TT,4.0
2009-06,TT,5.0
2009-07,TT,3.0
2009-10,TT,2.0
2009-11,TT,10.0
2009-12,TT,2.0
2010-01,TT,3.0
2010-02,TT,4.0
2010-03,TT,14.0
2010-04,TT,5.0
2010-05,TT,5.0
2010-06,TT,1.0
2010-08,TT,1.0
2010-10,TT,5.0
2010-11,TT,2.0
2010-12,TT,4.0
2011-01,TT,30.0
2011-02,TT,29.0
2011-03,TT,11.0
2011-04,TT,15.0
2011-05,TT,3.0
2011-06,TT,4.0
2011-07,TT,12.0
2011-08,TT,4.0
2011-11,TT,3.0
2011-12,TT,2.0
2012-01,TT,4.0
2012-02,TT,7.0
2012-03,TT,9.0
2012-04,TT,9.0
2012-05,TT,5.0
2012-06,TT,16.0
2012-08,TT,1.0
2012-09,TT,1.0
2012-10,TT,1.0
2012-11,TT,5.0
2012-12,TT,6.0
2013-01,TT,33.0
2013-02,TT,2.0
2013-03,TT,10.0
2013-04,TT,15.0
2013-05,TT,2.0
2013-06,TT,16.0
2013-07,TT,4.0
2013-08,TT,2.0
2013-09,TT,6.0
2013-10,TT,5.0
2013-12,TT,21.0
2014-01,TT,21.0
2014-02,TT,21.0
2014-03,TT,9.0
2014-04,TT,5.0
2014-05,TT,21.0
2014-06,TT,8.0
2014-07,TT,4.0
2014-08,TT,5.0
2014-09,TT,2.0
2014-10,TT,10.0
2014-11,TT,15.0
2014-12,TT,14.0
2015-01,TT,2.0
2015-02,TT,3.0
2015-03,TT,37.0
2015-04,TT,13.0
2015-05,TT,6.0
2015-06,TT,1.0
2015-07,TT,11.0
2015-08,TT,8.0
2015-09,TT,16.0
2015-10,TT,26.0
2015-11,TT,10.0
2015-12,TT,8.0
2016-01,TT,8.0
2016-02,TT,21.0
2016-03,TT,10.0
2016-04,TT,21.0
2016-05,TT,15.0
2016-06,TT,18.0
2016-07,TT,2.0
2016-08,TT,5.0
2016-09,TT,7.0
2016-10,TT,13.0
2016-11,TT,5.0
2016-12,TT,10.0
2003-01,US,272.0
2003-02,US,213.0
2003-03,US,429.0
2003-04,US,763.0
2003-05,US,765.0
2003-06,US,465.0
2003-07,US,390.0
2003-08,US,393.0
2003-09,US,447.0
2003-10,US,376.0
2003-11,US,357.0
2003-12,US,263.0
2004-01,US,332.0
2004-02,US,338.0
2004-03,US,568.0
2004-04,US,868.0
2004-05,US,970.0
2004-06,US,578.0
2004-07,US,408.0
2004-08,US,427.0
2004-09,US,632.0
2004-10,US,468.0
2004-11,US,292.0
2004-12,US,263.0
2005-01,US,333.0
2005-02,US,366.0
2005-03,US,695.0
2005-04,US,1160.0
2005-05,US,1127.0
2005-06,US,534.0
2005-07,US,463.0
2005-08,US,485.0
2005-09,US,550.0
2005-10,US,507.0
2005-11,US,360.0
2005-12,US,346.0
2006-01,US,475.0
2006-02,US,443.0
2006-03,US,752.0
2006-04,US,1313.0
2006-05,US,1233.0
2006-06,US,774.0
2006-07,US,551.0
2006-08,US,597.0
2006-09,US,842.0
2006-10,US,666.0
2006-11,US,520.0
2006-12,US,486.0
2007-01,US,904.0
2007-02,US,1236.0
2007-03,US,2894.0
2007-04,US,4640.0
2007-05,US,2624.0
2007-06,US,1256.0
2007-07,US,1336.0
2007-08,US,2534.0
2007-09,US,1430.0
2007-10,US,1643.0
2007-11,US,1609.0
2007-12,US,1058.0
2008-01,US,2126.0
2008-02,US,2490.0
2008-03,US,5822.0
2008-04,US,8472.0
2008-05,US,2198.0
2008-06,US,2876.0
2008-07,US,960.0
2008-08,US,2344.0
2008-09,US,4922.0
2008-10,US,4100.0
2008-11,US,593.0
2008-12,US,1784.0
2009-01,US,1909.0
2009-02,US,675.0
2009-03,US,1778.0
2009-04,US,5716.0
2009-05,US,7027.0
2009-06,US,3943.0
2009-07,US,3413.0
2009-08,US,3824.0
2009-09,US,5171.0
2009-10,US,5603.0
2009-11,US,1779.0
2009-12,US,1016.0
2010-01,US,1654.0
2010-02,US,2114.0
2010-03,US,6885.0
2010-04,US,6925.0
2010-05,US,8914.0
2010-06,US,3332.0
2010-07,US,3058.0
2010-08,US,2769.0
2010-09,US,3606.0
